1.0501616526162,9999,9999,1.2510905141244,1
0.29966557573061,9999,9999,0.4842792059062,0
0.3829406532459,9999,9999,0.56547047500499,0
0.11637481744401,9999,9999,0.28283003368415,0
9999,1.8161749611609,1.3843065756373,9999,0
0.34958717273548,9999,9999,0.54978389292955,1
0.31878506753128,9999,9999,9999,1
0.36581744370051,9999,9999,9999,1
0.45053542102687,9999,9999,9999,1
0.28347493393812,9999,0.19971176225226,9999,0
0.43339082889725,9999,9999,9999,1
0.14954497769941,9999,9999,0.3320075153606,0
9999,0.66698407987133,0.9499552390771,9999,0
9999,1.0662151605356,0.69977790571284,9999,0
9999,0.53317643236369,0.21660546481144,9999,0
9999,0.065667765215039,0.099699217826128,9999,1
0.31589214026462,9999,9999,9999,1
0.34977020800579,9999,9999,9999,1
9999,0.1167169396067,0.53347065718845,9999,0
9999,1.1660928518977,0.88269261468668,9999,0
9999,0.032797247054987,0.24996550264768,9999,1
9999,0.88287850108463,0.89997662173118,9999,1
9999,0.28319581924006,0.63284713984467,9999,0
9999,0.91599107068032,0.58346438524313,9999,0
9999,0.26607489050366,0.1510038432898,9999,1
9999,0.81612763437442,0.61708785686642,9999,0
0.51642242947128,9999,0.21619121206459,9999,0
0.24967669462785,9999,9999,9999,1
0.41739177540876,9999,0.40168751706369,9999,0
0.24983834731393,9999,9999,9999,1
0.8825161367422,9999,0.56497439788654,9999,0
0.43258627178147,9999,9999,0.64970178354997,1
0.46550297643989,9999,9999,0.66628130420577,1
1.0006890908116,9999,9999,1.2337081469595,1
1.1160312700085,9999,9999,1.3324625375681,1
1.3670066029299,9999,9999,1.5999808980851,1
1.3996099808719,9999,9999,9999,1
1.4496815413004,9999,0.99845988035668,9999,0
9999,9999,0.55098987324163,9999,0
9999,9999,0.86542913503945,9999,0
9999,9999,0.71653190848883,9999,0
9999,0.74974597431719,0.43320437241346,9999,0
9999,0.43329104327131,0.11858777701855,9999,0
9999,0.60036036861129,0.30113955168054,9999,0
9999,0.28385725535918,0.5159622754436,9999,1
1.2326008118689,9999,0.86587731493637,9999,0
0.83230174030177,9999,9999,9999,1
0.3996775499545,9999,9999,9999,1
0.2333859821083,9999,9999,9999,1
0.33339881163556,9999,0.13208762870636,9999,0
